t,mode,px,py,pz,ref_px,ref_py,ref_pz,pos_error,yaw,eso_x,eso_y,eso_z,eso_vx,eso_vy,eso_vz,eso_roll,eso_pitch,eso_yaw,dist_x,dist_y,dist_z,imu_roll,imu_pitch,m1,m2,m3,m4,pid1,pid2,pid3,pid4,eso1,eso2,eso3,eso4
7.200,HOVER,-0.0000,0.0000,0.5031,0.0000,0.0000,0.5000,0.0031,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0159,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0186,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.208,HOVER,-0.0000,0.0000,0.5031,0.0000,0.0000,0.5000,0.0031,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0159,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0186,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.216,HOVER,-0.0000,0.0000,0.5031,0.0000,0.0000,0.5000,0.0031,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0160,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0186,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.224,HOVER,-0.0000,0.0000,0.5031,0.0000,0.0000,0.5000,0.0031,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0160,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0185,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.232,HOVER,-0.0000,0.0000,0.5031,0.0000,0.0000,0.5000,0.0031,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0160,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0185,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.240,HOVER,-0.0000,0.0000,0.5031,0.0000,0.0000,0.5000,0.0031,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0160,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0184,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.248,HOVER,-0.0000,0.0000,0.5031,0.0000,0.0000,0.5000,0.0031,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0160,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0184,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.256,HOVER,-0.0000,0.0000,0.5031,0.0000,0.0000,0.5000,0.0031,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0160,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0184,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.264,HOVER,-0.0000,0.0000,0.5031,0.0000,0.0000,0.5000,0.0031,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0160,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0183,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.272,HOVER,-0.0000,0.0000,0.5031,0.0000,0.0000,0.5000,0.0031,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0160,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0183,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.280,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0182,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.288,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0182,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.296,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0182,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.304,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0181,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.312,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0181,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.320,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0180,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.328,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0180,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.336,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0180,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.344,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0179,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.352,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0179,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.360,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,0.0000,-0.0000,0.0000,0.5027,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0178,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.368,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0178,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.376,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0177,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.384,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0177,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.392,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0177,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.400,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0176,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.408,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0176,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.416,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0175,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.424,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0175,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.432,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0175,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.440,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0174,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.448,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0174,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.456,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,0.0000,-0.0000,0.0000,-0.0173,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.464,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0173,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.472,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0173,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.480,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0172,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.488,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0172,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.496,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0171,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.504,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0171,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.512,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0170,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.520,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0170,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.528,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0170,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.536,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0169,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.544,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0169,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.552,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0168,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.560,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0168,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.568,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0168,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.576,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0167,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.584,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0167,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.592,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0166,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.600,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0166,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.608,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0166,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.616,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0165,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.624,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0165,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.632,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0164,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.640,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0164,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.648,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0162,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0163,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.656,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0163,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.664,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0163,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.672,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0162,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.680,HOVER,-0.0000,0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0162,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.688,HOVER,0.0000,-0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0161,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.696,HOVER,0.0000,-0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0161,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.704,HOVER,0.0000,-0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0161,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.712,HOVER,0.0000,-0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,-0.0000,0.0000,0.5026,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0160,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.720,HOVER,0.0000,-0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,0.0000,-0.0000,0.5026,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0160,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.728,HOVER,0.0000,-0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,0.0000,-0.0000,0.5026,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0159,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.736,HOVER,0.0000,-0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,0.0000,-0.0000,0.5026,0.0000,-0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0159,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.744,HOVER,0.0000,-0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,0.0000,-0.0000,0.5026,-0.0000,0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0159,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.752,HOVER,0.0000,-0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,0.0000,-0.0000,0.5026,-0.0000,0.0000,-0.0161,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0158,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.760,HOVER,0.0000,-0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,0.0000,-0.0000,0.5026,-0.0000,0.0000,-0.0160,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0158,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.768,HOVER,0.0000,-0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,0.0000,-0.0000,0.5026,-0.0000,0.0000,-0.0160,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0157,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.776,HOVER,0.0000,-0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,0.0000,-0.0000,0.5026,-0.0000,0.0000,-0.0160,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0157,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.784,HOVER,0.0000,-0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,0.0000,-0.0000,0.5026,-0.0000,0.0000,-0.0160,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0157,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.792,HOVER,0.0000,-0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,0.0000,-0.0000,0.5026,-0.0000,0.0000,-0.0160,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0156,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.800,HOVER,0.0000,-0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,0.0000,-0.0000,0.5026,-0.0000,0.0000,-0.0160,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0156,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
7.808,HOVER,0.0000,-0.0000,0.5030,0.0000,0.0000,0.5000,0.0030,-0.0000,0.0000,-0.0000,0.5026,-0.0000,0.0000,-0.0160,-0.0000,-0.0000,-0.0000,-0.0000,0.0000,-0.0155,-0.0000,-0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
