t,mode,px,py,pz,ref_px,ref_py,ref_pz,pos_error,yaw
1.8800000000000001,TAKEOFF,0.0,0.0,0.15518080784259247,0.0,0.0,0.5,0.34481919215740753,0.0
1.8880000000000001,TAKEOFF,0.0,0.0,0.15866839388229179,0.0,0.0,0.5,0.3413316061177082,0.0
1.8960000000000001,TAKEOFF,0.0,0.0,0.16216039017337697,0.0,0.0,0.5,0.33783960982662303,0.0
1.9040000000000001,TAKEOFF,0.0,0.0,0.16565564502004723,0.0,0.0,0.5,0.33434435497995274,0.0
1.9120000000000001,TAKEOFF,0.0,0.0,0.1691530389019734,0.0,0.0,0.5,0.3308469610980266,0.0
1.92,TAKEOFF,0.0,0.0,0.17265148382829584,0.0,0.0,0.5,0.32734851617170413,0.0
1.928,TAKEOFF,0.0,0.0,0.17614992270422328,0.0,0.0,0.5,0.32385007729577675,0.0
1.936,TAKEOFF,0.0,0.0,0.1796473287099135,0.0,0.0,0.5,0.3203526712900865,0.0
1.944,TAKEOFF,0.0,0.0,0.1831427046913284,0.0,0.0,0.5,0.31685729530867157,0.0
1.952,TAKEOFF,0.0,0.0,0.18663508256276498,0.0,0.0,0.5,0.31336491743723505,0.0
1.96,TAKEOFF,0.0,0.0,0.19012352272077562,0.0,0.0,0.5,0.3098764772792244,0.0
1.968,TAKEOFF,0.0,0.0,0.19360711346919904,0.0,0.0,0.5,0.306392886530801,0.0
1.976,TAKEOFF,0.0,0.0,0.19708497045503326,0.0,0.0,0.5,0.30291502954496674,0.0
1.984,TAKEOFF,0.0,0.0,0.20055623611489126,0.0,0.0,0.5,0.29944376388510874,0.0
1.992,TAKEOFF,0.0,0.0,0.20402007913178757,0.0,0.0,0.5,0.29597992086821245,0.0
2.0,TAKEOFF,0.0,0.0,0.20747569390201312,0.0,0.0,0.5,0.29252430609798685,0.0
2.008,TAKEOFF,0.0,0.0,0.2109223000118632,0.0,0.0,0.5,0.2890776999881368,0.0
2.016,TAKEOFF,0.0,0.0,0.21435914172399126,0.0,0.0,0.5,0.2856408582760087,0.0
2.024,TAKEOFF,0.0,0.0,0.2177854874731682,0.0,0.0,0.5,0.28221451252683183,0.0
